KNUMBER|APPLICANT|CONTACT|STREET1|STREET2|CITY|STATE|COUNTRY_CODE|ZIP|POSTAL_CODE|DATERECEIVED|DECISIONDATE|DECISION|REVIEWADVISECOMM|PRODUCTCODE|STATEORSUMM|CLASSADVISECOMM|SSPINDICATOR|TYPE|THIRDPARTY|EXPEDITEDREVIEW|DEVICENAME
K201673|Medacta International SA|Stefano  Baj|Strada Regina||Castel San Pietro||CH|CH-6874|CH-6874|06/19/2020|09/18/2020|SESE|OR|LZO|Summary|OR||Traditional|N||SMS Cementless Stem
K201677|Arthrex Inc.|Rebecca R Homan|1370 Creekside Boulevard||Naples|FL|US|34108-1945|34108-1945|06/19/2020|09/02/2020|SESE|OR|HRS|Summary|OR||Traditional|N||Arthrex Mesh Plates
K201682|RIST Neurovascular, Inc.|Marianne  Grumwaldt|11611 Interchange Circle South||Miramar|FL|US|33025|33025|06/22/2020|09/28/2020|SESE|NE|QJP|Summary|CV||Traditional|N||RIST Radial Access Catheter
K201684|Shandong Huge Dental Material Corporation|Maggie  Zheng|No. 68 Shanhai Road, Donggang District||Rizhao City||CN|276800|276800|06/22/2020|09/24/2020|SESE|DE|ELW|Summary|DE||Traditional|N||A-Silicone for Bite Registration
K201686|Ethicon Inc.|Ariell  Joiner|Route 22 West||Somerville|NJ|US|08876-0151|08876-0151|06/22/2020|09/17/2020|SESE|GU|OTN|Summary|SU||Traditional|N||GYNECARE TVT™ System, GYNECARE TVT™ with Abdominal Guides System, GYNECARE TVT™ Introducer and Catheter Guide, GYNECARE TVT EXACT™ Continence System and Trocar, GYNECARE TVT™ Obturator System and Passers and Winged Guide, GYNECARE TVT ABBREVO™ Continence System and Passers and Winged Guide
K201691|Qiqihar Hengxin Medical Supplies, Ltd.|Sihui  Xiong|10th Beijiang Road in Tiefeng Industrial Park,|North Shuguang Ave. Tiefeng District|Qiqihar||CN|161000|161000|06/22/2020|09/17/2020|SESE|HO|FXX|Summary|SU||Traditional|N||Single-Use Surgical Mask With Ear Loop
K201701|Smith & Nephew, Inc.|John  Reabe|7135 Goodlett Farms Parkway||Cordova|TN|US|38016|38016|06/22/2020|10/06/2020|SESE|OR|MBL|Summary|OR||Traditional|N||R3 HA Coated Acetabular Shells
K201710|Coreline Soft Co., Ltd.|Hye Yi  Park|4,5F (Yeonnam-dong), 49, World Cup buk-ro 6-gil,|Mapo-gu|Seoul||KR|03991|03991|06/23/2020|10/16/2020|SESE|RA|LLZ|Summary|RA||Traditional|N||A View LCS
K201717|Becton Dickinson Infusion Therapy Systems Inc.|Paul  Holman|9450 South State Street||Sandy|UT|US|84070|84070|06/23/2020|09/22/2020|SESE|HO|FOZ|Summary|HO||Special|N||BD Cathena Safety IV Catheter
K201721|Life Spine Inc.|Angela  Batker|13951 S Quality Drive||Huntley|IL|US|60142|60142|06/23/2020|09/04/2020|SESE|OR|MAX|Summary|OR||Traditional|N||TruLift Expandable Spacer System
K201731|Shanghai Apolo Medical Technology Co., Ltd.|Felix  Li|Room 301-310, Building 11, No.388, Yindu Road,|Xuhui District|Shanghai||CN|200231|200231|06/24/2020|09/10/2020|SESE|SU|PKT|Summary|SU||Traditional|N||Diode Laser Body Sculpture System
K201738|Cartessa Aesthetics|Gabe  Lubin|175 Broadhollow Rd||Melville|NY|US|11747|11747|06/25/2020|09/10/2020|SESE|SU|GEI|Summary|SU||Traditional|N||SubNovii Advanced Plasma Technology
K201746|Remote Diagnostic Technologies Limited|Timothy  Bubb|Pavilion C2, Ashwood Park, Ashwood Way||Basingstoke||GB|RG23 8BG|RG23 8BG|06/26/2020|09/18/2020|SESE|CV|MHX|Summary|CV||Special|N||Tempus Pro Patient Monitor
K201748|Hartalega SDN BHD|Kuan  Kam Hon|Dataran SD PJU 9||Bandar Sri Damansara||MY|52200|52200|06/26/2020|10/02/2020|SESE|HO|KGO|Statement|SU||Traditional|Y||Latex Powder Free Surgical Glove with Protein Labelling Claim of 50 Microgram or Less per Gram of Glove and Tested for use with Chemotherapy Drugs
K201756|Stryker Sustainability Solutions|Scott  English|1810 W Drake Drive||Tempe|AZ|US|85283|85283|06/29/2020|09/25/2020|SESE|OB|HIH|Summary|OB||Traditional|N||Reprocessed MyoSure Tissue Removal Device, Reprocessed MyoSure REACH Tissue Removal Device, Reprocessed MyoSure LITE Tissue Removal Device, Reprocessed MyoSure XL Tissue Removal Device, Reprocessed MyoSure XL Tissue Removal Device for Fluent
K201765|Mesa Laboratories, Inc.|Jamie  Louie|12100 West 6th Ave.||Lakewood|CO|US|80228|80228|06/29/2020|09/02/2020|SESE|GU|FIZ|Summary|GU||Special|N||SmartHDM-510 System
K201769|NeuroStructures, Inc.|Moti  Altarac|199 Technology Drive, Suite 110||Irvine|CA|US|92618|92618|06/29/2020|09/03/2020|SESE|OR|ODP|Summary|OR||Traditional|N||Cavetto [MAX] Cervical Cage System
K201770|Masimo Corporation|Katelynn  Kirby|52 Discovery||Irvine|CA|US|92618|92618|06/29/2020|09/24/2020|SESE|AN|DQA|Summary|CV||Special|N||Masimo Rad-G Pulse Oximeter, Masimo Rad-G YI sensor, Masimo Rad-G Reusable sensor
K201774|PT. Medisafe Technologies|Sajeev  Joseph|J1 Batang Kuis, Gg Tambak Rejo Pasar IX, Desa Buntu Bedimbar||Tanjung Morawa, Medan||ID|20362|20362|06/29/2020|09/16/2020|SESE|HO|KGO|Statement|SU||Traditional|N||Polychloroprene Powder Free Sterile Surgical Gloves, Low Dermatitis Potential and Tested for Use with Chemotherapy Drugs
K201777|LG Electronics Inc.|Jinhwan  Jun|222, LG-ro, Cheongho-ri, Jinwi-myeon||Pyeongtaek-Si||KR|17709|17709|06/29/2020|10/08/2020|SESE|RA|PGY|Summary|RA||Traditional|N||31HN713D
K201779|Augustine Temperature Management|Temi  Ogunse|7656 West 78th Street||Minneapolis|MN|US|55439|55439|06/30/2020|09/11/2020|SESE|CV|DWJ|Summary|CV||Special|N||HotDog Temperature Management Controller
K201787|Rizhao HuGe Biomaterials Company, Ltd.|Maggie  Zheng|No.2 North Zhaoyang Road, District of Donggang||Rizhao City||CN|276800|276800|06/30/2020|09/25/2020|SESE|DE|KLE|Summary|DE||Traditional|N||Light Cure Dental Adhesive
K201790|Rizhao HuGe Biomaterials Company, Ltd.|Maggie  Zheng|No.2 North Zhaoyang Road, District of Donggang||Rizhao City||CN|276800|276800|06/30/2020|09/29/2020|SESE|DE|EMA|Summary|DE||Traditional|N||Dual Cure Resin Cement
K201795|Ultradent Product, Inc.|Karen  Kakunes|505 West Ultradent Drive (10200 South)||South Jordan|UT|US|84095|84095|06/30/2020|09/28/2020|SESE|DE|EBF|Summary|DE||Abbreviated|N||Transcend
K201803|Ossio Ltd.|Taly  Lindner|8 HaTochen St.||Caesarea||IL|3079861|3079861|06/30/2020|10/16/2020|SESE|OR|HTY|Summary|OR||Traditional|N||OSSIOfiber™ Hammertoe Fixation System/OSSIOfiber™ Hammertoe Fixation Implant
K201814|Becton, Dickinson and Company|Niya  Su|2350 Qume Dr.||San Jose|CA|US|95131|95131|07/01/2020|09/28/2020|SESE|IM|OYE|Summary|HE||Traditional|N||BD FACSLyric Flow Cytometer (3-1, 4-2, 4-2-2, 4-3-3 and 4-3-5 optical configurations), BD FACSDuet Sample Preparation System, BD FACS Universal Loader, BD FACSuite Clinical software, BD Multitest 6-Color Assay Modules, BD Multitest 4-Color Assay Modules, BD FACSFlow Sheath Fluid, BD CS&T Beads, BD
K201816|Accuro Technologies Inc.|Michael  Dolphin|201-2067 Cadboro Bay Rd||Victoria||CA|V8R 5G4|V8R 5G4|07/01/2020|10/16/2020|SESE|HO|FMF|Summary|HO||Traditional|N||ARTHROTAP
K201819|Cadwell Industries, Inc.|Brad  Weeks|909 North Kellogg Street||Kennewick|WA|US|99336|99336|07/01/2020|09/29/2020|SESE|NE|GWQ|Summary|NE||Traditional|N||Cadwell Apollo System
K201820|NuVasive, Incorporated|Daniela  Mahan|7475 Lusk Blvd||San Diego|CA|US|92121|92121|07/01/2020|09/25/2020|SESE|OR|MAX|Summary|OR||Traditional|N||NuVasive Thoracolumbar Interbody Systems: CoRoent Thoracolumbar System, CoRoent XL Interfixated System, Brigade Standalone System and Brigade Hyperlordotic System, Brigade Lateral System, BASE Interfixated Titanium System, Coalesce Thoracolumbar Interbody Fusion System, Cohere Thoracolumbar Interbo
K201828|GE Medical Systems Ultrasound and Primary Care Diagnostics|Bryan  Behn|9900 Innovation Drive||Wauwatosa|WI|US|53226|53226|07/02/2020|10/11/2020|SESE|RA|IYN|Summary|RA||Traditional|N||Voluson SWIFT, Voluson SWIFT+
K201829|Medline Industries, Inc.|Jennifer  Mason|Three Lakes Drive||Northfield|IL|US|60030|60030|07/02/2020|09/09/2020|SESE|HO|KGO|Statement|SU||Traditional|N||SensiCare PI Evolution Surgical Glove (Tested for Use with Chemotherapy Drugs)
K201841|Oculogica, Inc.|Rosina  Samadani|33 Irving Place||New York|NY|US|10003|10003|07/02/2020|09/06/2020|SESE|NE|QEA|Summary|NE||Traditional|N||EyeBOX
K201845|Guangzhou Longest Science & Technology Co., LTD.|Xiaobing  Luo|5 & 6f, Building B4, No. 11, Kaiyuan Avenue, Science City||Guangzhou||CN|510530|510530|07/06/2020|10/08/2020|SESE|NE|NGX|Summary|PM||Traditional|N||Portable Electro-Stimulation Therapy Device, Model: LGT-232(US)
K201849|Copan Italia S.p.A.|Elena  Simeonato|Via F. Perotti 10||Brescia||IT|25125|25125|07/06/2020|09/17/2020|SESE|MI|QBD|Summary|MI||Traditional|N||eNAT molecular collection and preservation medium
K201854|Nature Incredible Inc|John  Lee|3422 Old Capitol Trail #569||Wilmington|DE|US|19808|19808|07/06/2020|09/01/2020|SESE|SU|OAP|Summary|PM||Traditional|N||CAPOGEN Laser Cap
K201859|Collagen Matrix, Inc.|Gloria  Zuclich|15 Thornton Road||Oakland|NJ|US|07436|07436|07/06/2020|09/11/2020|SESE|DE|NPM|Summary|DE||Traditional|N||Porcine Mineral Collagen Composite Moldable
K201882|Lexington Medical Inc.|Rainer  Maas|11 Executive Park Drive||Billerica|MA|US|01862|01862|07/08/2020|10/09/2020|SESE|SU|GDW|Summary|SU||Traditional|N||AEON Endoscopic Stapler
K201895|CEFALY Technology|Rufus  Kay Moberly|Rue Louis Plescia 34||Seraing||BE|4102|4102|07/08/2020|09/29/2020|SESE|NE|PCC|Summary|NE||Traditional|N||Cefaly Dual
K201900|SurGenTec|Andrew  Shoup|911 Clint Moore Rd||Boca Raton|FL|US|33847|33847|07/08/2020|09/03/2020|SESE|OR|FMF|Summary|HO||Traditional|N||3D GraftRasp System
K201908|DiaSorin Inc.|John  Walter|1951 Northwestern Avenue||Stillwater|MN|US|55082|55082|07/09/2020|10/15/2020|SESE|CH|CDZ|Summary|CH||Special|N||LIAISON Testosterone xt
K201909|RxSight, Inc.|Maureen  O'Connell|100 Colombia||Aliso Viejo|CA|US|92656|92656|07/09/2020|09/10/2020|SESE|OP|HJK|Summary|OP||Traditional|N||RxSight Contact Lens
K201917|CarboFix Orthopedics, Ltd.|Yael  Rubin|11 Ha’hoshlim St||Herzeliya||IL|4672411|4672411|07/10/2020|10/08/2020|SESE|OR|HRS|Summary|OR||Traditional|N||Piccolo Composite Proximal Tibia Plate System
K201920|Olympus Medical Systems Corp.|Toshiyuki  Nakajima|2951 Ishikawa-cho||Hachioji-shi||JP|192-8507|192-8507|07/10/2020|09/01/2020|SESE|HO|FEB|Summary|GU||Special|N||Endoscope Reprocessor OER-Elite
K201928|FH Industrie|Oscar  Ramirez|ZI de Kernevez - 6 rue Nobel||Quimper||FR|29000|29000|07/10/2020|09/30/2020|SESE|RA|LLZ|Summary|RA||Traditional|N||e-Ortho Shoulder Software
K201939|PrinterPrezz|Kishore  Karkera|4110 Clipper CT||Fremont|CA|US|94538|94538|07/13/2020|10/08/2020|SESE|OR|MAX|Summary|OR||Traditional|N||GAIA Lumbar Interbody Fusion Device (LIFD) Family
K201944|Synthes (USA) Products, LLC|Prem  Pisupati|1301 Goshen Parkway||West Chester|PA|US|19380|19380|07/13/2020|09/10/2020|SESE|DE|JEY|Summary|DE||Special|N||DePuy Synthes 2.4mm Ti Self-Tapping MatrixMANDIBLE Screws (26-40mm)
K201948|AcroViz Inc.|Yung-Chin  Hsu|Rm. 6. HF, No. 152, Sec. 1. Zhongxiao E. Rd.,|Zhongzhcng Dist,|Taipei||TW|10050|10050|07/13/2020|09/09/2020|SESE|RA|LLZ|Summary|RA||Traditional|N||AcroDTI Visualizer
K201959|DePuy Synthes|Stacey  Bonnell|1301 Goshen Parkway||West Chester|PA|US|19380|19380|07/14/2020|09/11/2020|SESE|OR|HRS|Summary|OR||Traditional|N||DePuy Synthes 2.7mm VA LCP Clavicle Hook Plate System
K201962|Skeletal Dynamics, Inc.|Diana  Taylor|7300 N. Kendall Drive, Suite 400||Miami|FL|US|33156|33156|07/15/2020|10/13/2020|SESE|OR|HRS|Summary|OR||Traditional|N||Skeletal Dynamics Ulnar Shortening Plating System
K201966|7D Surgical Inc.|Daniel  Zisind|60 Scarsdale Road, Unit 118||Toronto||CA|M3B 2R7|M3B 2R7|07/15/2020|09/03/2020|SESE|OR|OLO|Summary|NE||Special|N||7D Surgical FlashLock 1, 7D Surgical Flex Rod Connector - 5.5 mm - 150 mm, 7D Surgical Flex Array
K201970|Schoelly Fiberoptic GmbH|Sandra  Baumann|Robert-Bosch-Str. 1-3||Denzlingen||DE|D-79211|D-79211|07/15/2020|10/08/2020|SESE|OB|HIH|Summary|OB||Traditional|N||Schoelly Cystoscopes/Hysteroscopes and Accessories
K201972|Canon Medical Systems Corporation|Paul  Biggins|1385 Shimoishigami||Otawara-Shi||JP|324-8550|324-8550|07/15/2020|10/08/2020|SESE|RA|IYN|Summary|RA||Traditional|N||Aplio i900/i800/i700 Diagnostic Ultrasound System, Software V5.1
K201983|Med-El Elektromedizinische Geraete GmbH|Stephanie  Haselwanter|Fuerstenweg 77a||Innsbruck||AT|6020|6020|07/17/2020|10/09/2020|SESE|EN|PFO|Summary|EN||Traditional|N||BCI 602 Lifts (1 mm), BCI Lifts (1 mm), BCI Lifts (2 mm & 3 mm), BCI Lifts (4 mm)
K201992|Caption Health|Sam  Surette|2000 Sierra Point Pkwy||Brisbane|CA|US|94005|94005|07/17/2020|09/18/2020|SESE|RA|QJU|Summary|RA||Traditional|N||Caption Guidance
K202007|Lin-Zhi International, Inc.|Bernice  Lin|2945 Oakmead Village Court||Santa Clara|CA|US|95051|95051|07/21/2020|09/17/2020|SESE|TX|DJG|Summary|TX||Traditional|N||LZI Oxycodone III Enzyme Immunoassay
K202008|Best Care Trading Co., LTD|Chongfeng  Zhao|Yuying Village, Fangzhen, Zhangdian District||Zibo||CN|255000|255000|07/21/2020|09/10/2020|SESE|HO|LYZ|Summary|HO||Traditional|N||Disposable Vinyl Glove
K202010|Better Health Medical Products Co., Ltd.|Xiaomeng  Li|Zhangliu Road, Zhangdian District||Zibo||CN|255087|255087|07/21/2020|10/16/2020|SESE|HO|LYZ|Summary|HO||Traditional|N||Disposable Vinyl Glove
K202014|Siemens Medical Solutions USA, Inc.|Andrew  Turner|40 Liberty Boulevard, Mailcode 65-1A||Malvern|PA|US|19355|19355|07/21/2020|09/08/2020|SESE|RA|LNH|Summary|RA||Traditional|N||Magnetom Aera, Magnetom Skyra, Magnetom Prisma/Prisma fit
K202016|Howmedica Osteonics Corp., dba Stryker Orthopaedics|Margaret  Klippel|325 Corporate Drive||Mahwah|NJ|US|07430|07430|07/21/2020|10/16/2020|SESE|OR|JDQ|Summary|OR||Traditional|N||Dall-Miles® Cable System
K202022|Medacta International SA|Stefano  Baj|Strada Regina||Castel San Pietro||CH|CH-6874|CH-6874|07/22/2020|09/18/2020|SESE|OR|JWH|Summary|OR||Traditional|N||GMK-SPHERE Tibial inserts FLEX Tibial Insert CR and Resurfacing Patella made of E-CROSS (Vitamin E Highly Crosslinked UHMWPE)
K202039|Medimecca Co., Ltd.|Seung Yoon Lee|Daeryung Techno Town 3-Cha 104,105, 109, 110 Gasan-Dong, 115||Seoul||KR|08505|08505|07/23/2020|09/25/2020|SESE|DE|DZE|Summary|DE||Special|N||Honorst Implant System
K202041|Quanta System SpA|Francesco  Dell'Antonio|Via Acquedotto 109||Samarate||IT|21017|21017|07/23/2020|10/15/2020|SESE|SU|GEX|Summary|SU||Traditional|N||Opera Evo
K202114|Bolder Surgical, LLC|Nicholas  Wong|331 S. 104th Street, Suite 200||Louisville|CO|US|80027|80027|07/30/2020|10/06/2020|SESE|SU|GEI|Summary|SU||Traditional|Y||CoolSeal Generator/CSL-200-50, CoolSeal Trinity (30 cm shaft)/CSL-TR105-30, CoolSeal Trinity (37 cm shaft)/CSL-TR105-37, CoolSeal Trinity (44 cm shaft)/CSL-TR105-44, CoolSeal Mini (20cm shaft)/CSL-MN103-20
K202119|Weipeng (Suzhou) Medical Devices Co., Ltd.|Bin  Yang|Unit 207, Building B2, Biobay, 218 Xinghu St.,|Suzhou Industrial Park|Suzhou||CN|215123|215123|07/30/2020|10/07/2020|SESE|RA|IYO|Summary|RA||Traditional|N||AcuSee AS-P1000 System
K202124|Aesculap Inc.|Sierra  Mertz|3773 Corporate Parkway||Center Valley|PA|US|18034|18034|07/31/2020|09/02/2020|SESE|SU|FZP|Summary|SU||Special|N||Aesculap PAS-Port Proximal Anastomosis System
K202143|Vilex, LLC|Joyce  Thacker|111 Moffitt Street||McMinnville|TN|US|37110|37110|07/31/2020|09/11/2020|SESE|OR|KTT|Summary|OR||Traditional|N||Dynex Micro
K202153|Responsive Arthroscopy LLC|Douglas  Korhs|701 N. 3rd Street, Suite 208||Minneapolis|MN|US|55401|55401|08/03/2020|09/09/2020|SESE|OR|MBI|Summary|OR||Special|N||Responsive Arthroscopy Suture Anchor System
K202156|DRGEM Corporation|Ki-Nam  Yang|7F E-B/D Gwangmyeong Techno-Park 60, Haan-ro||Gwangmyeong-si||KR|14322|14322|07/27/2020|09/10/2020|SESE|RA|KPR|Summary|RA||Special|N||DIAMOND-5A/6A/8A
K202160|FUJIFILM SonoSite Inc.|Anoush  Frankian|21919 30th Dr SE||Bothell|WA|US|98021-3904|98021-3904|08/03/2020|09/01/2020|SESE|RA|IYN|Summary|RA||Special|N||Sonosite PX Ultrasound System, Sonosite SII Ultrasound System, Sonosite iViz Ultrasound System, Sonosite X-Porte Ultrasound System, Sonosite Edge II Ultrasound System, Sonosite Maxx Ultrasound System
K202169|Qura S.r.l|Raffaella  Tommasini|Via di Mezzo, 23||Mirandola||IT|41037|41037|08/03/2020|09/02/2020|SESE|CV|KFM|Summary|CV||Special|N||Quantum PureFlow Centrifugal Blood Pump CP37, Quantum PureFlow Centrifugal Blood Pump CP22
K202170|Perspectum LTD|Jaco  Jacobs|Gemini One, 5520 John Smith Drive||Oxford||GB|OX4 2LL|OX4 2LL|08/03/2020|10/02/2020|SESE|RA|LNH|Summary|RA||Traditional|N||LiverMultiScan
K202176|Medical Components Inc. (Dba Medcomp)|Courtney  Nix|1499 Delp Drive||Harleysville|PA|US|19438|19438|08/04/2020|09/03/2020|SESE|GU|MSD|Summary|GU||Special|N||Symetrex LTHD Catheter, Symetrex LTHD Catheter with Sideholes
K202182|Imperative Care Inc.|Jake  Wolenberg|1359 Dell Avenue||Campbell|CA|US|95008|95008|08/04/2020|09/02/2020|SESE|NE|NRY|Summary|CV||Special|N||ZOOM (71, 55, 45, 35) Reperfusion Catheters; ZOOM Aspiration Tubing
K202187|VentureMed Group, Inc.|Jill  Schweiger|2800 Camput Drive, Suite 50||Plymouth|MN|US|55441|55441|08/04/2020|09/11/2020|SESE|CV|PNO|Summary|CV||Traditional|N||FLEX Vessel Prep System
K202190|Neurostructures|Moti  Altarac|199 Technology Drive, Suite 110||Irvine|CA|US|92618|92618|08/05/2020|10/02/2020|SESE|OR|OVD|Summary|OR||Traditional|N||Oculus-SA Lumbar Cage System
K202192|Nexxt Spine LLC|Andy  Elsbury|14425 Bergen Blvd, Suite B||Noblesville|IN|US|46060|46060|08/05/2020|09/17/2020|SESE|OR|KWQ|Summary|OR||Traditional|N||STRUXXURE®-L and STRUXXURE®-A Plate System
K202193|S.B.M. SAS (Science & Bio Materials)|Anne  Cospin-Latapie|Zi Du Monge||Lourdes||FR|65100|65100|08/05/2020|10/16/2020|SESE|OR|MBI|Summary|OR||Special|N||PULLUP BTB Adjustable Fixation System for Ligament Reconstruction, PULLUP CLIP Adjustable Fixation System for Ligament Reconstruction, PULLUP TEX CLIP Adjustable Fixation System for Ligament Reconstruction, BT LOOP Adjustable Fixation System for Ligament Reconstruction
K202197|Stihler Electronic GmbH|Jens- Peter  Weege|Julius-Hoelder-Strasse 36||Stuttgart||DE|70597|70597|08/05/2020|09/04/2020|SESE|CV|DWJ|Summary|CV||Traditional|Y||Astopad Patient Warming System
K202207|Materialise NV|Veerle  Vanderheyden|Technologielaan 15||Leuven||BE|3001|3001|08/06/2020|10/02/2020|SESE|OR|HSX|Summary|OR||Traditional|N||Materialise PKA Guide System
K202210|Canon Medical Systems Corporation|Paul  Biggins|1385 Shimoishigami||Otawara-Shi||JP|324-8550|324-8550|08/06/2020|09/22/2020|SESE|RA|LNH|Summary|RA||Special|N||Vantage Orian 1.5T, MRT-1550, V6.0
K202213|Siemens Medical Solutions USA, Inc.|Veronica  Padharia|2501 N. Barrington Rd.||Hoffman Estates|IL|US|60192|60192|08/06/2020|10/11/2020|SESE|RA|JAK|Summary|RA||Traditional|N||syngo.CT Neuro Perfusion
K202215|Roche Molecular Systems, Inc.|Rita  Hoady|4300 Hacienda Drive||Pleasanton|CA|US|94588-2722|94588-2722|08/06/2020|09/02/2020|SESE|MI|QMI|Summary|MI||Traditional|N||cobas BKV, cobas EBV/BKV Control Kit, cobas Buffer Negative Control Kit
K202216|Philips Ultrasound, Inc.|Colin S. Jacob|22100 Bothell Everett Highway||Bothell|WA|US|98021-8431|98021-8431|08/06/2020|09/02/2020|SESE|RA|IYN|Summary|RA||Traditional|Y||EPIQ Series Diagnostic Ultrasound Systems
K202218|Boston Scientific Corporation|Vanessa  Fowler|3 Scimed Place||Maple Grove|MN|US|55311|55311|08/06/2020|10/02/2020|SESE|CV|QEW|Summary|CV||Traditional|N||ZelanteDVT THrombectomy System, ZelanteDVT ClotHunter Helical Rotation Device
K202227|Ulrich GmbH & Co. KG|Christoph  Ulrich|Buchbrunnenweg 12||Ulm||DE|89081|89081|08/07/2020|09/14/2020|SESE|OR|KWQ|Summary|OR||Traditional|N||Artus™ cervical plate system
K202235|CMT Medical Technologies Ltd|Dror  Wertman|7/2 Hacarmel St., POB 111, Industrial Park||Yokneam Ilit||IL|20692|20692|08/07/2020|09/03/2020|SESE|RA|JAA|Summary|RA||Special|N||ArtPIX DRF
K202238|GE Healthcare (Tianjin) Company Limited|Qiang  Ding|No. 266 Jingsan Road,Tianjin Airport Economic Area||Tianjin||CN|300308|300308|08/07/2020|09/04/2020|SESE|RA|LNH|Summary|RA||Special|N||SIGNA Artist
K202242|Riverpoint Medical, LLC|Edwin  Anderson|825 NE 25th Ave||Portland|OR|US|97232|97232|08/10/2020|09/10/2020|SESE|SU|GAT|Summary|SU||Special|N||HS Fiber
K202252|Asahi Intecc Co., Ltd.|Yasuyuki  Kawahara|3-100 Akatsuki-Cho||Seto||JP|489-0071|489-0071|08/10/2020|09/08/2020|SESE|CV|DQY|Summary|CV||Special|N||ASAHI Corsair Armet 18 Microcatheter (Model: CSAR060-18N), ASAHI Corsair Armet 18 Microcatheter (Model: CSAR090-18N), ASAHI Corsair Armet 18 Microcatheter (Model: CSAR110-18N), ASAHI Corsair Armet 18 Microcatheter (Model: CSAR135-18N),
K202253|Genesee BioMedical, Inc|Woodrow  Mathison|700 W Mississippi Ave, Unit D5||Denver|CO|US|80223-4509|80223-4509|08/10/2020|10/06/2020|SESE|CV|KRH|Summary|CV||Traditional|N||TruForm Sievers Annuloplasty Ring
K202256|3Shape Medical A/S|Jenny  Axel|Holmens Kanal 7||Copenhagen||DK|DK-1060|DK-1060|08/10/2020|09/09/2020|SESE|RA|LLZ|Summary|RA||Traditional|Y||3Shape Implant Studio
K202277|Jiangxi 3L Medical Products Group Co., Ltd|Ge  Zhang|No.599, Huoju Street, High-tech Development Zone||Nanchang City||CN|330029|330029|08/11/2020|09/25/2020|SESE|HO|FXX|Summary|SU||Traditional|N||Surgical Face Mask
K202280|Cleerly, Inc.|James K. Min|101 Greenwich St, Suite 11C||New York|NY|US|10006|10006|08/11/2020|10/02/2020|SESE|RA|LLZ|Summary|RA||Traditional|N||Cleerly Labs v2.0
K202285|Medline Industries, Inc.|Dinah  Rincones|Three Lakes Drive||Northfield|IL|US|60093|60093|08/12/2020|10/09/2020|SESE|GU|PNR|Summary|GU||Traditional|N||Medline ENfit OTC Feeding Syringe
K202286|Profound Medical Inc|Goldy  Singh|2400 Skymark Avenue, Unit 6||Mississauga||CA|L4W 5K5|L4W 5K5|08/12/2020|09/16/2020|SESE|GU|PLP|Summary|GU||Special|N||Tulsa-Pro System
K202287|Ranfac Corporation|Eric  Kreuz|30 Doherty Street||Avon|MA|US|02322|02322|08/12/2020|09/18/2020|SESE|SU|KNW|Summary|GU||Traditional|N||Ran-Flex-B Bone Marrow Aspiration Needle
K202292|EBM Technologies Inc.|John  Su|5F., No. 516, Sec. 1, Neihu Rd.||Taipei||TW|114|114|08/12/2020|10/05/2020|SESE|RA|LLZ|Summary|RA||Traditional|N||UDE
K202293|Sedecal, SA.|Mª Luisa Gómez de Agüero|C/ Pelaya, 9 -13 Pol. Ind. Rio de Janeiro||Algete||ES|28110|28110|08/13/2020|10/07/2020|SESE|RA|KPR|Summary|RA||Abbreviated|N||Radiographic System Challenge X
K202294|Hologic, Inc|Kate  Brown|36 Apple Ridge Road||Danbury|CT|US|06810|06810|08/13/2020|10/05/2020|SESE|RA|IZH|Summary|RA||Special|N||Affirm Contrast Biopsy
K202297|Mirada Medical Ltd|David  Clafton|New Barclay House, 234 Botley Road||Oxford||GB|OX2 0HP|OX2 0HP|08/13/2020|09/11/2020|SESE|RA|LLZ|Summary|RA||Traditional|Y||Aline Ablation Intelligence
K202305|Zavation Medical Products, LLC|Colby  Williams|220 Lakeland Parkway||Flowood|MS|US|39232|39232|08/14/2020|10/13/2020|SESE|OR|MAX|Summary|OR||Traditional|N||Zavation IBF System
K202309|Zimmer Biomet Spine, Inc.|David  Pollard|10225 Westmoor Drive||Westminster|CO|US|80021|80021|08/14/2020|10/08/2020|SESE|OR|KWQ|Summary|OR||Traditional|N||Epic Anterior Thoracolumbar Plate System, Gallery Laminoplasty Fixation System, Concero Facet Screw System, Alpine XC Adjustable Fusion System, Aspen MIS Fusion System, L-Plate MIS Fusion System
K202318|Micro Therapeutics, Inc. d/b/a ev3 Neurovascular|Elizabeth  Campion|9775 Toledo Way||Irvine|CA|US|92618|92618|08/17/2020|09/14/2020|SESE|NE|KRA|Summary|CV||Special|N||Marathon Flow Directed Micro Catheter
K202327|Alphatec Spine, Inc.|Sandy  Gill|5818 El Camino Real||Carlsbad|CA|US|92008|92008|08/17/2020|10/15/2020|SESE|OR|NKB|Summary|OR||Traditional|N||Invictus™ OsseoScrew® System
K202328|Medtronic Sofamor Danek USA, Inc.|Venkata Sandeep Manne|1800 Pyramid Place||Memphis|TN|US|38132|38132|08/17/2020|09/08/2020|SESE|OR|NKB|Summary|OR||Special|N||CD Horizon Spinal System
K202335|Dicom Grid, Inc, dba Ambra Health|Patrice  Nedelec|199 Water St., 34th Floor||New York|NY|US|10038|10038|08/17/2020|09/04/2020|SESE|RA|LLZ|Summary|RA||Traditional|Y||Ambra ProViewer
